finished,responseid,lead_swm,lead_swm_o,swm_satisfaction,wtp1,wtp2,wtp3,wtp4,wtp5,wtp6,wtp7,wtp8,wtp9,wtp10,wtp11,wtp12,wtp13,wtp14,wtp15,wtp16,wtp17,wtp18,wtp19,wtp20,wtp21,wtp22,wtp23,wtp24,wtp25,wtp26,wtp27,wtp28,wtp29,wtp30,wtp31,wtp32,wtp33,wtp34,wtp35,wtp36,publ_educ,nat_env,crime_prev,housing,unempl_pov,health_serv,foodsec,pp_other,pp_other_txt,pp_pnts,water_poll,air_poll,deforestation,soil_deg,env_swm,biodiv_loss,climate_ch,env_other,env_other_txt,env_pnts,impact_swm,effects_swm,effects_swm_o,frequency,frequency_o,engagement,w3,village,gender,d3,age,educ,employ,employ_o,religion,religion_o,d7,yrs_cape,d8,yrs_house,hh_position,hh_position_om,hh_position_of,ownership,ownership_o,d11,buildings,d12,people,income,household_id,z1,ns_bid1,s_bid1,ns_bid2,s_bid2,response_ns_bid1,response_s_bid1,response_ns_bid2,response_s_bid2
True,R_wT3X1NlNZouLYqt,Male head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,7,6,5,5,5,7,5,0,-,0,10,4,5,5,5,5,6,0,-,0,Yes,"Water pollution,Air pollution,Health issues",,Bi-weekly / twice a week,,I would be willing to contribute my time,beutify cape maclear ,Katukumala,Female,Please state the age in completed years of life,32,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Male head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,4,"Less than 25,000",,,2000,2000,1000,1000,0,0,0,0
True,R_1LnBvv1SEWgYpCa,Female head of HH,,Extremely satisfied,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,10,2,8,0,9,0,,0,10,2,9,5,5,5,4,0,,0,Yes,"Health issues,Loss of biodiversity ",,Every day,,I would be willing to contribute my time,Clean and safe environment. Disease prevention ,Nkhono,Female,Please state the age in completed years of life,20,Secondary education ,Student,,Christianity,,All my life,,Please enter amount as a number,9,Daughter of head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,5,"100,001 to 125,000",,I am willing to take part in waste management in our community so that we shall have a clean and safe environment than now,500,500,1000,1000,1,1,1,1
True,R_1I4rWxfiNDOWDKq,Female head of HH,,Extremely dissatisfied,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,10,0,5,0,0,20,5,0,,0,10,10,0,0,10,5,5,0,,0,Yes,"Water pollution,Air pollution,Health issues",,Every day,,I would be willing to contribute my time,Clean homes,Nkhono,Female,Please state the age in completed years of life,75,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,2,"Less than 25,000",,,1500,1500,750,750,0,0,0,0
True,R_1E6xBSI3Wjs5KzV,Son of head of HH,,Extremely satisfied,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,25,0,,0,10,0,0,5,25,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Aesthetic and psychological impact",,Once a week,,I would be willing to pay a fee,Beautification. Reduction of outbreaks ,Chembe,Male,Please state the age in completed years of life,20,Secondary education ,Self-employed,,Christianity,,All my life,,Please enter amount as a number,25,Son of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,4,"75,001 to 100,000",,Thanks for visit ,1000,1000,500,500,0,0,0,0
True,R_3DouzToR8W8OEbF,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,4,5,0,5,5,0,21,0,,0,7,6,4,15,8,0,0,0,,0,Yes,Spread of diseases,,Every day,,I would be willing to contribute my time,Clean community,Katukumala,Female,Please state the age in completed years of life,54,No education,Unemployed,,Islam ,,Please enter amount as a number,15,Please enter amount as a number,15,Female head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,5,"25,001 to 50,000",,None,2500,2500,1250,1250,0,0,0,0
True,R_2X7EzgUV2mXNdeT,Mother of head of HH,,Extremely dissatisfied,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,40,0,0,0,0,0,0,0,0,,40,Yes,"Water pollution,Air pollution,Health issues",,Every day,,I would be willing to contribute my time,Free from waterborne diseases. Prevention cholera,Prefer not to say,Female,Prefer not to say,,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Mother of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,7,Prefer not to say,,Should provide a pat latrin near MBONI ZA YEHOVA so that the whole village can be dumping their waste up there.,500,500,250,250,0,0,0,0
True,R_2Vw1bxNA9duxvlB,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,8,7,5,5,4,6,5,0,-,0,5,6,5,6,7,7,4,0,-,0,Yes,"Water pollution,Air pollution,Spread of diseases",,Bi-weekly / twice a week,,I would be willing to contribute my time,Receive gifts ,Katukumala,Female,Please state the age in completed years of life,28,Secondary education ,Unemployed,,Christianity,,All my life,,Prefer not to say,,Female head of HH,,,Owner,,Please enter amount as a number,6,Please enter amount as a number,9,"100,001 to 125,000",,,2500,2500,5000,5000,1,1,1,1
True,R_DJ3ksMBRY280zOp,Female head of HH,,Somewhat dissatisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,8,7,7,8,3,3,4,0,-,0,0,6,7,5,6,1,15,0,,0,Yes,"Water pollution,Air pollution,Spread of diseases",,Bi-weekly / twice a week,,I would be willing to contribute my time,beutify cape maclear ,Katukumala,Female,Please state the age in completed years of life,43,Primary education,Self-employed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,6,Please enter amount as a number,7,"50,001 to 75,000",,,3000,3000,6000,6000,1,1,1,1
True,R_D1ezpr9pXNm6ZlD,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,Yes,,No,No,Yes,,,,,,,,,,,,,,,,,,,,2,8,5,3,12,3,7,0,,0,12,2,8,6,7,0,5,0,,0,Yes,"Spread of diseases,Other (please specify):",Soil degradation ,Bi-weekly / twice a week,,I would be willing to pay a fee,Healthy lifestyle. Disease prevention. Clean environment for tourists ,Nkhono,Female,Please state the age in completed years of life,62,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,5,Female head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,3,"50,001 to 75,000",,Proper waste management creates a healthy lifestyle,1500,1500,3000,750,1,0,0,1
True,R_2CpvrZ6qaWymF3O,Female head of HH,,Extremely satisfied,,,,,,,Yes,,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,5,3,13,2,8,0,,0,14,1,8,5,6,2,4,0,,0,Yes,"Spread of diseases,Other (please specify):",Soil degradation ,Every day,,I would be willing to contribute my time,Disease prevention. Better environment for tourists ,Nkhono,Female,Please state the age in completed years of life,33,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,13,Female head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,4,"25,001 to 50,000",,Proper waste management can transform our community into a better place for tourists ,1000,1000,2000,500,1,0,0,1
True,R_3CDfzIacTaV34kt,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,Prefer not to say,,,Prefer not to say,,,,,,,,,,,,,,,6,0,6,0,8,8,12,0,,0,6,3,13,7,6,0,5,0,,0,Yes,Spread of diseases,,Other (please specify): ,3 Days week,I would be willing to contribute my time,Clean community,Katukumala,Male,Please state the age in completed years of life,33,Secondary education ,Self-employed,,Christianity,,Please enter amount as a number,6,Please enter amount as a number,2,Male head of HH,,,Rental ,,Please enter amount as a number,1,Please enter amount as a number,5,"100,001 to 125,000",,,,,,,,,,
True,R_1Qi1mUDd1T37BHv,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,No,Yes,,2,9,5,3,10,0,11,0,,0,10,0,11,6,8,0,5,0,,0,Yes,"Spread of diseases,Health issues,Decrease of tourism",,Every day,,I would be willing to pay a fee,Healthy lifestyle. Better tourism activities ,Nkhono,Female,Please state the age in completed years of life,55,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,16,Female head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,5,"100,001 to 125,000",,I am willing to help in waste management activities ,3000,3000,6000,1500,1,0,0,1
True,R_2aaerHNpPRD0lRL,Female head of HH,,Extremely satisfied,,,,,,,Yes,,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,5,2,11,1,13,0,,0,14,2,8,5,7,2,2,0,,0,Yes,"Water pollution,Health issues,Decrease of tourism",,Every day,,I would be willing to contribute my time,Disease prevention. Increases tourism ,Nkhono,Female,Please state the age in completed years of life,34,Secondary education ,Unemployed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,4,"50,001 to 75,000",,I am willing to participate in waste management according to the need ,1000,1000,2000,500,1,0,0,1
True,R_3m447Yap4TxBxnS,Daughter of head of HH,,Somewhat dissatisfied,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,13,2,5,8,0,10,2,0,,0,12,10,0,0,10,8,0,0,,0,Yes,"Water pollution,Air pollution,Decrease of tourism",,Bi-weekly / twice a week,,I would be willing to contribute my time,Clean homes. Clean water ,Nkhono,Female,Please state the age in completed years of life,30,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Mother of head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,5,"Less than 25,000",,,2000,2000,1000,1000,0,0,0,0
True,R_3lr8B0VhGXAtkds,Mother of head of HH,,Extremely dissatisfied,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10,0,0,20,10,0,,0,10,10,10,0,10,0,0,0,,0,Yes,"Water pollution,Air pollution,Health issues",,Every day,,I do not want do engage in solid waste management,Clean homes. Clean air ,Nkhono,Female,Please state the age in completed years of life,44,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Mother of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,5,"200,001 to 225,000",,,500,500,250,250,0,0,0,0
True,R_9T4orbxgwUSDBAd,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,Prefer not to say,,,No,Prefer not to say,,,,,,,,13,0,3,9,4,11,0,0,,0,4,0,17,8,11,0,0,0,,0,Yes,Spread of diseases,,Once a week,,I would be willing to contribute my time,Clean community,Nkhono,Female,Please state the age in completed years of life,40,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,7,Female head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,5,"25,001 to 50,000",,None,,2500,,,,0,,
True,R_3CUeyYg9a80pGuQ,Female head of HH,,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,20,0,5,0,15,0,0,0,,0,5,6,4,3,5,7,10,0,-,0,Yes,"Water pollution,Air pollution,Spread of diseases,Health issues,Economic impact",,Bi-weekly / twice a week,,I would be willing to contribute my time,prevention of diseases ,Katukumala,Female,Please state the age in completed years of life,27,Primary education,Unemployed,,Islam ,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,4,"50,001 to 75,000",,,2500,2500,5000,5000,1,1,1,1
True,R_1i5s28VosnDz3FN,Female head of HH,,Extremely satisfied,,,,,,,Yes,,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,5,2,12,1,10,0,,0,12,2,7,5,7,1,6,0,,0,Yes,"Water pollution,Spread of diseases",,Bi-weekly / twice a week,,I would be willing to contribute my time,Disease prevention. Better environment for tourists ,Madothi,Female,Please state the age in completed years of life,25,Secondary education ,Unemployed,,Christianity,,Please enter amount as a number,1,Please enter amount as a number,1,Female head of HH,,,Rental ,,Please enter amount as a number,2,Please enter amount as a number,5,"25,001 to 50,000",,I am willing to help in waste collection to make our area clean and beautiful,1000,1000,2000,500,1,0,0,1
True,R_6AyAPH3cONyVrTb,Male head of HH,,Extremely satisfied,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,4,5,5,5,8,5,8,0,-,0,6,7,3,6,7,8,3,0,-,0,Yes,"Water pollution,Spread of diseases,Health issues",,Once a week,,I would be willing to contribute my time,it can bring money ,Katukumala,Female,Please state the age in completed years of life,33,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Male head of HH,,,Owner,,Please enter amount as a number,12,Please enter amount as a number,6,"75,001 to 100,000",,,1500,1500,750,750,0,0,0,0
True,R_1dH16oNsWPhagli,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,5,0,3,4,15,0,13,0,-,0,5,4,7,8,3,7,6,0,-,0,Yes,Water pollution,,Bi-weekly / twice a week,,I would be willing to contribute my time,tourism attractions ,Katukumala,Female,Please state the age in completed years of life,40,Primary education,Unemployed,,Islam ,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,5,"75,001 to 100,000",,,2500,2500,1250,1250,0,0,0,0
True,R_cvi0PuNe1CcPURz,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,No,Yes,,No,6,0,0,0,23,4,7,0,,0,4,2,18,8,8,0,0,0,,0,Yes,"Spread of diseases,Health issues",,Other (please specify): ,3 times a week,I would be willing to contribute my time,Disease control ,Nkhono,Male,Please state the age in completed years of life,36,Secondary education ,Self-employed,,Christianity,,All my life,,Please enter amount as a number,5,Male head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,7,"150,001 to 175,000",,None,3000,3000,6000,6000,1,1,0,0
True,R_3GqroPX6t83Xw9Y,Daughter of head of HH,,Somewhat satisfied,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,10,5,5,0,0,10,5,5,Transportation(Roads),0,10,10,10,0,5,5,0,0,,0,Yes,"Water pollution,Air pollution,Spread of diseases",,Every day,,I would be willing to contribute my time,Cleanliness in my home ,Nkhono,Female,Please state the age in completed years of life,22,Secondary education ,Unemployed,,Christianity,,All my life,,All my life,,Daughter of head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,10,"100,001 to 125,000",,,2000,2000,1000,1000,0,0,0,0
True,R_1jVfVXmcB5fXG7S,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,0,10,9,0,10,0,11,0,,0,0,0,15,13,0,0,12,0,,0,Yes,"Spread of diseases,Economic impact",,Once a week,,I would be willing to contribute my time,Prevention of diseases. Good healthy ,Chembe,Female,Please state the age in completed years of life,44,Primary education,Self-employed,,Christianity,,All my life,,Please enter amount as a number,3,Mother of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,7,"Less than 25,000",,Thanks for visit us don't give our community needs improvement ,2000,2000,1000,1000,0,0,0,0
True,R_2s4Ob4JCVyRp7aD,Female head of HH,,Somewhat satisfied,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,0,17,6,8,0,,0,9,0,15,5,6,0,5,0,,0,Yes,"Spread of diseases,Health issues",,Bi-weekly / twice a week,,I would be willing to contribute my time,Clean community ,Nkhono,Female,Please state the age in completed years of life,44,Primary education,Unemployed,,Christianity,,Please enter amount as a number,5,Please enter amount as a number,5,Female head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,4,"100,001 to 125,000",,None,500,500,1000,1000,1,1,1,1
True,R_3ffmiV7W9mDgFV3,Female head of HH,,Extremely satisfied,Yes,,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,7,0,10,1,16,0,,0,10,0,7,8,9,0,6,0,,0,Yes,"Water pollution,Spread of diseases,Decrease of tourism",,Every day,,I would be willing to contribute my time,Disease prevention ,Madothi,Female,Please state the age in completed years of life,74,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,53,Female head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,5,"100,001 to 125,000",,Proper waste management activities are needed in our community in accordance to the recent situation ,500,500,1000,250,1,0,1,1
True,R_1E5MMe8E5woCuj1,Mother of head of HH,,Somewhat dissatisfied,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,10,0,0,10,6,0,,0,10,10,5,3,5,7,0,0,,0,Yes,Water pollution,,Every day,,I would be willing to contribute my time,Clean homes. Clean dumping sites,Nkhono,Female,Prefer not to say,,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Mother of head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,1,"125,001 to 150,000",,,1000,1000,500,500,0,0,0,0
True,R_3NK69MmBPmdHIBd,Female head of HH,,Somewhat satisfied,,,,,,,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,5,4,2,3,9,7,10,0,,0,9,8,0,9,14,0,0,0,,0,Yes,Spread of diseases,,Once a week,,I would be willing to contribute my time,Healthy lives,Nkhono,Male,Please state the age in completed years of life,30,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,7,Male head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,3,"25,001 to 50,000",,None,1500,1500,750,750,0,0,0,0
True,R_0uOPEA7Hit6g0lH,Male head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,Yes,,No,Yes,,No,,,,,,,,,,,,,8,9,0,6,7,4,6,0,,0,11,0,0,15,14,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Economic impact",,Bi-weekly / twice a week,,I would be willing to pay a fee,Beautification. Protection to health ,Chembe,Male,Please state the age in completed years of life,25,Secondary education ,Self-employed,,Christianity,,Please enter amount as a number,15,Please enter amount as a number,2,Male head of HH,,,Rental ,,Please enter amount as a number,3,Please enter amount as a number,3,"100,001 to 125,000",,Thanks ,2000,2000,4000,4000,1,1,0,0
True,R_2V3ZMrenqO3Tkg9,Female head of HH,,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,Yes,,4,0,4,8,13,0,11,0,,0,13,4,9,5,9,0,0,0,,0,Yes,Spread of diseases,,Bi-weekly / twice a week,,I would be willing to contribute my time,Hygienic community,Nkhono,Female,Please state the age in completed years of life,43,Primary education,Unemployed,,Christianity,,Please enter amount as a number,19,Please enter amount as a number,1,Female head of HH,,,Rental ,,Please enter amount as a number,2,Please enter amount as a number,10,"100,001 to 125,000",,None,3000,3000,1500,1500,0,0,1,1
True,R_2P68MTrbqf4bTmV,Daughter of head of HH,,Somewhat dissatisfied,Yes,,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,5,0,0,10,0,0,Electricity ,0,10,15,5,0,5,5,0,0,,0,Yes,"Water pollution,Air pollution",,Every day,,I would be willing to pay a fee,Prevention of diseases. Clean home ,Nkhono,Female,Please state the age in completed years of life,35,Primary education,Unemployed,,Christianity,,All my life,,All my life,,Mother of head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,9,"100,001 to 125,000",,,500,500,1000,250,1,0,1,0
True,R_2trkj820LPphMkT,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,,,,,,,0,0,0,0,40,0,0,0,,0,0,0,0,40,0,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Health issues,Climate change ",,Every day,,I would be willing to contribute my time,Beautification ,Chembe,Female,Please state the age in completed years of life,32,Secondary education ,Unemployed,,Christianity,,All my life,,Please enter amount as a number,9,Mother of head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,5,"Less than 25,000",,Thanks for visit us ,2500,2500,1250,1250,0,0,0,0
True,R_T7RVcp6L9MaKZUd,Daughter of head of HH,,Extremely satisfied,,,,,,,,,,,,,Yes,,No,No,Yes,,,,,,,,,,,,,,,,,,,,3,7,5,0,11,2,12,0,,0,9,0,7,7,6,5,6,0,,0,Yes,"Spread of diseases,Other (please specify):",Harm people especially  glasses ,Every day,,I would be willing to contribute my time,Disease prevention(eg; Cholera). Less tourism activities ,Madothi,Female,Please state the age in completed years of life,66,Primary education,Unemployed,,Christianity,,All my life,,Please enter amount as a number,1,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,5,"75,001 to 100,000",,Proper waste management is needed in our community to make suitable for tourist attraction ,1500,1500,3000,750,1,0,0,1
True,R_3lEJThg95tb3X3b,Female head of HH,,Somewhat satisfied,,,,,,,Yes,,No,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,7,7,9,14,0,,0,8,9,10,9,4,0,0,0,,0,Yes,Spread of diseases,,Other (please specify): ,2 days a month,I would be willing to contribute my time,Disease control,Nkhono,Female,Please state the age in completed years of life,23,Primary education,Unemployed,,Christianity,,Please enter amount as a number,3,Please enter amount as a number,1,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,3,Prefer not to say,,None,1000,1000,2000,2000,1,1,0,0
True,R_3kaZtir1ENdMTy4,Mother of head of HH,,Extremely satisfied,,,,,,,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,25,0,,0,0,0,0,40,0,0,0,0,,0,Yes,"Water pollution,Spread of diseases,Health issues,Decrease of tourism",,Once a week,,I would be willing to contribute my time,Beautification ,Chembe,Female,Please state the age in completed years of life,44,Primary education,Other (please specify):,They sell grasses to the community ,Christianity,,All my life,,All my life,,Mother of head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,4,"Less than 25,000",,Thanks for visitation ,1000,1000,500,500,0,0,0,0
True,R_2zXUWNiPefn0jT1,Female head of HH,,Somewhat satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,4,3,3,4,16,4,6,0,-,0,6,6,6,3,7,10,2,0,-,0,Yes,"Water pollution,Air pollution",,Bi-weekly / twice a week,,I would be willing to contribute my time,beutify cape maclear ,Katukumala,Female,Please state the age in completed years of life,58,No education,Unemployed,,Christianity,,All my life,,All my life,,Female head of HH,,,Owner,,Please enter amount as a number,4,Please enter amount as a number,7,"50,001 to 75,000",,,3000,3000,1500,1500,0,0,0,0
True,R_DhR97ULUWLzKnfz,Mother of head of HH,,Extremely dissatisfied,Yes,,No,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,5,0,0,10,10,4,Roads,0,10,10,10,0,0,10,0,0,,0,Yes,"Water pollution,Air pollution,Spread of diseases",,Every day,,I would be willing to contribute my time,Prevention ofdisease. Having vlean homes ,Nkhono,Female,Please state the age in completed years of life,40,Secondary education ,Self-employed,,Christianity,,All my life,,All my life,,Mother of head of HH,,,Owner,,Please enter amount as a number,6,Please enter amount as a number,10,"275,001 to 300,000",,The Health Saverance ASSISTANCE  must empower the community to dig out pits so that the whole community must dispose their waste into that hole.,500,500,1000,1000,1,1,0,1
True,R_1FRnPjDzLJY4di4,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,Yes,,No,No,Yes,,,,,,,,,,,,,,1,7,5,2,12,1,12,0,,0,8,1,8,6,7,1,9,0,,0,Yes,"Water pollution,Spread of diseases,Decrease of tourism",,Every day,,I would be willing to pay a fee,Healthy lifestyle ,Madothi,Male,Please state the age in completed years of life,24,Secondary education ,Unemployed,,Christianity,,All my life,,All my life,,Male head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,3,"75,001 to 100,000",,No comment ,2000,2000,4000,1000,1,0,0,1
True,R_2c8IbnQEhkJ4OW4,Daughter of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,13,0,0,0,7,0,20,0,,0,4,0,0,24,12,0,0,0,,0,Yes,"Spread of diseases,Economic impact,Decrease of tourism",,Once a week,,I would be willing to contribute my time,Good health ,Chembe,Female,Please state the age in completed years of life,47,Primary education,Other (please specify):,Disability she is not able to work ,Christianity,,All my life,,Please enter amount as a number,4,Mother of head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,4,"Less than 25,000",,Thanks for visiting us. Itâs one way of providing us with good health ,3000,3000,1500,1500,0,0,0,0
True,R_2bQyt1BG5nUooFb,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,2,2,0,2,10,7,17,0,-,0,6,6,8,5,5,6,4,0,-,0,Yes,"Water pollution,Spread of diseases,Health issues",,Every day,,I would be willing to contribute my time,tourism attraction,Madothi,Female,Please state the age in completed years of life,28,Secondary education ,Unemployed,,Christianity,,Please enter amount as a number,8,Please enter amount as a number,8,Female head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,5,"100,001 to 125,000",,,2500,2500,5000,5000,1,1,1,1
True,R_12S7SiKMbhdBcqF,Female head of HH,,Extremely satisfied,,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,3,7,6,0,8,4,12,0,-,0,5,7,6,6,7,4,5,0,-,0,Yes,"Water pollution,Spread of diseases",,Bi-weekly / twice a week,,I would be willing to contribute my time,prevention of diseases ,Madothi,Female,Please state the age in completed years of life,23,Secondary education ,Unemployed,,Christianity,,Please enter amount as a number,2,Please enter amount as a number,2,Female head of HH,,,Owner,,Please enter amount as a number,1,Please enter amount as a number,3,"25,001 to 50,000",,,1500,1500,3000,3000,1,1,1,1
True,R_QhS59Vt1cURPLiN,Female head of HH,,Extremely satisfied,Yes,,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,1,12,2,11,0,,0,12,1,8,6,9,2,2,0,,0,Yes,"Water pollution,Spread of diseases,Health issues,Decrease of tourism",,Every day,,I would be willing to contribute my time,Clean and beautiful scenery for tourism. Disease prevention ,Madothi,Female,Please state the age in completed years of life,35,Secondary education ,Private sector,,Christianity,,All my life,,Please enter amount as a number,20,Female head of HH,,,Owner,,Please enter amount as a number,7,Please enter amount as a number,5,"150,001 to 175,000",,No comment ,500,500,1000,250,1,0,1,1
True,R_1GHOAwL9oEBQ7Yp,Mother of head of HH,,Extremely satisfied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,No,No,,0,0,0,0,0,0,40,0,,0,11,0,0,16,9,0,4,0,,0,Yes,Spread of diseases,,Once a week,,I would be willing to contribute my time,Good health. Prevention of various outbreaks like cholera ,Chembe,Female,Please state the age in completed years of life,61,No education,Other (please specify):,Householder who is provided food by her granddaughters ,Christianity,,All my life,,Please enter amount as a number,15,Mother of head of HH,,,Owner,,Please enter amount as a number,2,Please enter amount as a number,4,"Less than 25,000",,Thanks ,3000,3000,1500,1500,0,0,0,0
True,R_31LUuANxX8uDTOt,Female head of HH,,Extremely satisfied,,,,,,,Yes,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,3,3,6,15,0,-,0,6,6,8,4,9,6,1,0,-,0,Yes,"Water pollution,Health issues",,Bi-weekly / twice a week,,I would be willing to contribute my time,tourism attraction ,Madothi,Female,Please state the age in completed years of life,23,Secondary education ,Unemployed,,Christianity,,Please enter amount as a number,10,Please enter amount as a number,2,Female head of HH,,,Owner,,Please enter amount as a number,3,Please enter amount as a number,4,"75,001 to 100,000",,,1000,1000,2000,2000,1,1,1,1
